HITId,WorkerId,Input.id,Input.user,Input.gold,Input.baseline,Input.rerank,Input.reaction,Answer.match_refA,Answer.match_refB,Answer.match_refC,Answer.out_of_refA,Answer.out_of_refB,Answer.out_of_refC
3B286OTITULYF1VPPE0SAOP0CE6AJS,A2IWTDSQSVP46Q,1e6dd1e9c5f7f614f620e5bc04c78fd1_9,"Alright, but what about if I need even more information about the benefits that I can get?","In that case, you can also visit our Medicar booklet and the site Medicare.gov, for more information.","In that case, you can refer to the section ""Other Parts of Medicare"".","<assistant> If you need more information about the benefits that you can get, I recommend reading our publication ""Disability Benefits: What You Need To Know When You Get Social Security Disability Benefits."" It provides detailed information about the benefits available to you.","If you need more information about the benefits you can receive, you can refer to the section on how to qualify and apply for benefits in the disability planner. It provides detailed information on the benefits available and the application process.",1,2,1,1,1,1
3B286OTITULYF1VPPE0SAOP0CE6AJS,A3H8FDKQBQ2DYU,1e6dd1e9c5f7f614f620e5bc04c78fd1_9,"Alright, but what about if I need even more information about the benefits that I can get?","In that case, you can also visit our Medicar booklet and the site Medicare.gov, for more information.","In that case, you can refer to the section ""Other Parts of Medicare"".","<assistant> If you need more information about the benefits that you can get, I recommend reading our publication ""Disability Benefits: What You Need To Know When You Get Social Security Disability Benefits."" It provides detailed information about the benefits available to you.","If you need more information about the benefits you can receive, you can refer to the section on how to qualify and apply for benefits in the disability planner. It provides detailed information on the benefits available and the application process.",0,1,0,1,1,1
3QGTX7BCI56R9AOCC4CXQ7X43YI5Z2,A3EGXCFW8U4K45,3eb18bec70b60deea741d2739b9a36d8_7,What if I can't access my status online?,"You can always call us 1-800-772-1213 TTY 1-800-325-0778 from 8:00 a.m. to 5:30 p.m., Monday through Friday.","You can call us at 1 - 800 - 772 - 1213 TTY 1 - 800 - 325 - 0778 from 8:00 a.m. to 5:30 p.m., Monday through Friday.","<assistant> If you are unable to check your status online, you can call us at 1-800-772-1213 (TTY 1-800-325-0778) from 8:00 a.m. to 5:30 p.m., Monday through Friday. Our representatives will be able to assist you in checking the status of your retirement benefits application.","If you are unable to access your status online, you can still apply for retirement benefits through other methods. You can apply by phone by calling 1-800-772-1213 or by visiting your local Social Security office. It is recommended to call first to make an appointment. If you do not live in the U.S. or one of its territories, you can contact the nearest U.S. Social Security office, U.S. Embassy, or consulate.",2,2,2,0,0,1
3QGTX7BCI56R9AOCC4CXQ7X43YI5Z2,A2IWTDSQSVP46Q,3eb18bec70b60deea741d2739b9a36d8_7,What if I can't access my status online?,"You can always call us 1-800-772-1213 TTY 1-800-325-0778 from 8:00 a.m. to 5:30 p.m., Monday through Friday.","You can call us at 1 - 800 - 772 - 1213 TTY 1 - 800 - 325 - 0778 from 8:00 a.m. to 5:30 p.m., Monday through Friday.","<assistant> If you are unable to check your status online, you can call us at 1-800-772-1213 (TTY 1-800-325-0778) from 8:00 a.m. to 5:30 p.m., Monday through Friday. Our representatives will be able to assist you in checking the status of your retirement benefits application.","If you are unable to access your status online, you can still apply for retirement benefits through other methods. You can apply by phone by calling 1-800-772-1213 or by visiting your local Social Security office. It is recommended to call first to make an appointment. If you do not live in the U.S. or one of its territories, you can contact the nearest U.S. Social Security office, U.S. Embassy, or consulate.",2,2,2,1,1,1
3QGTX7BCI56R9AOCC4CXQ7X43YI5Z2,A232MZZ6J1RKB4,3eb18bec70b60deea741d2739b9a36d8_7,What if I can't access my status online?,"You can always call us 1-800-772-1213 TTY 1-800-325-0778 from 8:00 a.m. to 5:30 p.m., Monday through Friday.","You can call us at 1 - 800 - 772 - 1213 TTY 1 - 800 - 325 - 0778 from 8:00 a.m. to 5:30 p.m., Monday through Friday.","<assistant> If you are unable to check your status online, you can call us at 1-800-772-1213 (TTY 1-800-325-0778) from 8:00 a.m. to 5:30 p.m., Monday through Friday. Our representatives will be able to assist you in checking the status of your retirement benefits application.","If you are unable to access your status online, you can still apply for retirement benefits through other methods. You can apply by phone by calling 1-800-772-1213 or by visiting your local Social Security office. It is recommended to call first to make an appointment. If you do not live in the U.S. or one of its territories, you can contact the nearest U.S. Social Security office, U.S. Embassy, or consulate.",2,2,1,0,1,1
3S1L4CQSGD9IAZ9T6O97VQX8J7PAFP,A2Q7PMOLEJB998,bcdcdbe15c9bd507af4d10c15b5a9ab4_13,"How do I talk to someone is another concern I have. When we need to act quickly, who do we call ?",You should call 911 or go to the nearest emergency room,You can call 1 - 800 - 772 - 1213 or 1 - 800 - 325 - 0778.,"If you need to talk to someone quickly, especially in a crisis situation, you can connect with our caring and qualified Veterans Crisis Line responders. They are available 24/7 and can provide confidential help. To reach them, you can call 800-273-8255 and select option 1. You can also start a confidential Veterans chat or text 838255. If you have hearing loss, you can call TTY at 800-799-4889. Additionally, if it is an emergency, you can always call 911 or go to the nearest emergency room. Remember, you are not alone, and help is available.","If you need to talk to someone quickly, you can call the Veterans Crisis Line at 800-273-8255 and select option 1. They have caring and qualified responders available 24/7 to provide confidential help.",0,2,0,0,1,0
3S1L4CQSGD9IAZ9T6O97VQX8J7PAFP,A2PMEO6PZ2JAAJ,bcdcdbe15c9bd507af4d10c15b5a9ab4_13,"How do I talk to someone is another concern I have. When we need to act quickly, who do we call ?",You should call 911 or go to the nearest emergency room,You can call 1 - 800 - 772 - 1213 or 1 - 800 - 325 - 0778.,"If you need to talk to someone quickly, especially in a crisis situation, you can connect with our caring and qualified Veterans Crisis Line responders. They are available 24/7 and can provide confidential help. To reach them, you can call 800-273-8255 and select option 1. You can also start a confidential Veterans chat or text 838255. If you have hearing loss, you can call TTY at 800-799-4889. Additionally, if it is an emergency, you can always call 911 or go to the nearest emergency room. Remember, you are not alone, and help is available.","If you need to talk to someone quickly, you can call the Veterans Crisis Line at 800-273-8255 and select option 1. They have caring and qualified responders available 24/7 to provide confidential help.",0,2,1,1,1,0
3S1L4CQSGD9IAZ9T6O97VQX8J7PAFP,A3A7YW0TSAC5T0,bcdcdbe15c9bd507af4d10c15b5a9ab4_13,"How do I talk to someone is another concern I have. When we need to act quickly, who do we call ?",You should call 911 or go to the nearest emergency room,You can call 1 - 800 - 772 - 1213 or 1 - 800 - 325 - 0778.,"If you need to talk to someone quickly, especially in a crisis situation, you can connect with our caring and qualified Veterans Crisis Line responders. They are available 24/7 and can provide confidential help. To reach them, you can call 800-273-8255 and select option 1. You can also start a confidential Veterans chat or text 838255. If you have hearing loss, you can call TTY at 800-799-4889. Additionally, if it is an emergency, you can always call 911 or go to the nearest emergency room. Remember, you are not alone, and help is available.","If you need to talk to someone quickly, you can call the Veterans Crisis Line at 800-273-8255 and select option 1. They have caring and qualified responders available 24/7 to provide confidential help.",0,0,0,1,1,1
3NI0WFPPJPKQQTI0DT9ACE8IHMA60R,A2PMEO6PZ2JAAJ,4ef1342e2b8a9bebc0f16a7de6790349_11,can you tell me where to go to look at more about decision reviews?,We have a page for frequently asked questions about decision reviews. I can give you the link,You can download VA Form 10182: Board Appeal PDF for more information.,"<assistant> Absolutely! You can find more information about decision reviews on the Veterans Affairs website. They have a section dedicated to frequently asked questions about decision reviews. You can visit the website and navigate to the decision reviews section to get detailed information about the process, requirements, and options available to you.",You can find more information about decision reviews on the Veterans Affairs website.,2,2,2,1,1,1
3NI0WFPPJPKQQTI0DT9ACE8IHMA60R,A3EGXCFW8U4K45,4ef1342e2b8a9bebc0f16a7de6790349_11,can you tell me where to go to look at more about decision reviews?,We have a page for frequently asked questions about decision reviews. I can give you the link,You can download VA Form 10182: Board Appeal PDF for more information.,"<assistant> Absolutely! You can find more information about decision reviews on the Veterans Affairs website. They have a section dedicated to frequently asked questions about decision reviews. You can visit the website and navigate to the decision reviews section to get detailed information about the process, requirements, and options available to you.",You can find more information about decision reviews on the Veterans Affairs website.,0,2,1,1,1,1
3NI0WFPPJPKQQTI0DT9ACE8IHMA60R,A2IWTDSQSVP46Q,4ef1342e2b8a9bebc0f16a7de6790349_11,can you tell me where to go to look at more about decision reviews?,We have a page for frequently asked questions about decision reviews. I can give you the link,You can download VA Form 10182: Board Appeal PDF for more information.,"<assistant> Absolutely! You can find more information about decision reviews on the Veterans Affairs website. They have a section dedicated to frequently asked questions about decision reviews. You can visit the website and navigate to the decision reviews section to get detailed information about the process, requirements, and options available to you.",You can find more information about decision reviews on the Veterans Affairs website.,0,2,1,1,1,0
3KWGG5KP7Z6C9OY8CP9BWB75GBMCM0,A2LNLICU3SFU6Y,54193684a189981822e4bac3fe6bae93_12,My friend is a Veteran who was injured and he wants to know if there are any special insurances that he qualifies for. He needs to get his house updated with ramps and lower counters.,Veterans Mortgage Life Insurance VMLI could possibly be a great choice for your friend. It has mortgage protection insurance for a house that has been adapted to meet the needs of a disabled veteran.,"Yes, there are. If you meet certain criteria we'll automatically sign you up. You can find out if you're eligible and learn how to manage your sgli coverage.",Your friend may be eligible for Veterans Mortgage Life Insurance (VMLI) if he has a severe service-connected disability and needs to adapt his home to meet his needs. VMLI provides mortgage protection insurance for homes that have been adapted for disabled veterans. He can contact the Veterans Affairs to inquire about his eligibility and the application process for VMLI.,"Your friend, as a disabled Veteran, may qualify for Veterans Mortgage Life Insurance (VMLI). VMLI provides mortgage protection insurance for homes that have been adapted to meet the needs of disabled Veterans. This insurance can help cover the costs of updating the house with ramps and lower counters.",0,1,1,1,1,1
3KWGG5KP7Z6C9OY8CP9BWB75GBMCM0,A1ZB99O8RYCM6X,54193684a189981822e4bac3fe6bae93_12,My friend is a Veteran who was injured and he wants to know if there are any special insurances that he qualifies for. He needs to get his house updated with ramps and lower counters.,Veterans Mortgage Life Insurance VMLI could possibly be a great choice for your friend. It has mortgage protection insurance for a house that has been adapted to meet the needs of a disabled veteran.,"Yes, there are. If you meet certain criteria we'll automatically sign you up. You can find out if you're eligible and learn how to manage your sgli coverage.",Your friend may be eligible for Veterans Mortgage Life Insurance (VMLI) if he has a severe service-connected disability and needs to adapt his home to meet his needs. VMLI provides mortgage protection insurance for homes that have been adapted for disabled veterans. He can contact the Veterans Affairs to inquire about his eligibility and the application process for VMLI.,"Your friend, as a disabled Veteran, may qualify for Veterans Mortgage Life Insurance (VMLI). VMLI provides mortgage protection insurance for homes that have been adapted to meet the needs of disabled Veterans. This insurance can help cover the costs of updating the house with ramps and lower counters.",1,2,2,1,1,1
3KWGG5KP7Z6C9OY8CP9BWB75GBMCM0,A3FLU33730ZZ07,54193684a189981822e4bac3fe6bae93_12,My friend is a Veteran who was injured and he wants to know if there are any special insurances that he qualifies for. He needs to get his house updated with ramps and lower counters.,Veterans Mortgage Life Insurance VMLI could possibly be a great choice for your friend. It has mortgage protection insurance for a house that has been adapted to meet the needs of a disabled veteran.,"Yes, there are. If you meet certain criteria we'll automatically sign you up. You can find out if you're eligible and learn how to manage your sgli coverage.",Your friend may be eligible for Veterans Mortgage Life Insurance (VMLI) if he has a severe service-connected disability and needs to adapt his home to meet his needs. VMLI provides mortgage protection insurance for homes that have been adapted for disabled veterans. He can contact the Veterans Affairs to inquire about his eligibility and the application process for VMLI.,"Your friend, as a disabled Veteran, may qualify for Veterans Mortgage Life Insurance (VMLI). VMLI provides mortgage protection insurance for homes that have been adapted to meet the needs of disabled Veterans. This insurance can help cover the costs of updating the house with ramps and lower counters.",-1,2,2,1,1,1
3OKP4QVBQI1OOZ5OH8FPDBXKKMPAGO,A1Y4ENR81QT0FT,6a3adb734e9e101e0b9b0ae60ce756c5_9,I'd like to ask you another question about who receives benefits ? What age must the children be to be eligible ?,They have to be younger than age 18 or up to age 19 if he or she is a full-time student in an elementary or secondary school,Children of the deceased must be at least 18 years old and be a full-time student in an elementary or secondary school.,"The children must be unmarried and under the age of 18, or up to age 19 if they are attending elementary or secondary school full-time. They can also be eligible for benefits at any age if they were disabled before age 22 and remain disabled. Additionally, stepchildren, grandchildren, step-grandchildren, or adopted children may also receive benefits under certain circumstances.","Unmarried children must be under 18 years old, or up to age 19 if they are attending elementary or secondary school full time, in order to be eligible for Social Security benefits. Additionally, children who were disabled before age 22 and remain disabled can receive benefits at any age.",0,2,2,0,1,1
3OKP4QVBQI1OOZ5OH8FPDBXKKMPAGO,A5P2804JP8CQO,6a3adb734e9e101e0b9b0ae60ce756c5_9,I'd like to ask you another question about who receives benefits ? What age must the children be to be eligible ?,They have to be younger than age 18 or up to age 19 if he or she is a full-time student in an elementary or secondary school,Children of the deceased must be at least 18 years old and be a full-time student in an elementary or secondary school.,"The children must be unmarried and under the age of 18, or up to age 19 if they are attending elementary or secondary school full-time. They can also be eligible for benefits at any age if they were disabled before age 22 and remain disabled. Additionally, stepchildren, grandchildren, step-grandchildren, or adopted children may also receive benefits under certain circumstances.","Unmarried children must be under 18 years old, or up to age 19 if they are attending elementary or secondary school full time, in order to be eligible for Social Security benefits. Additionally, children who were disabled before age 22 and remain disabled can receive benefits at any age.",0,2,2,0,1,1
3OKP4QVBQI1OOZ5OH8FPDBXKKMPAGO,A2LNLICU3SFU6Y,6a3adb734e9e101e0b9b0ae60ce756c5_9,I'd like to ask you another question about who receives benefits ? What age must the children be to be eligible ?,They have to be younger than age 18 or up to age 19 if he or she is a full-time student in an elementary or secondary school,Children of the deceased must be at least 18 years old and be a full-time student in an elementary or secondary school.,"The children must be unmarried and under the age of 18, or up to age 19 if they are attending elementary or secondary school full-time. They can also be eligible for benefits at any age if they were disabled before age 22 and remain disabled. Additionally, stepchildren, grandchildren, step-grandchildren, or adopted children may also receive benefits under certain circumstances.","Unmarried children must be under 18 years old, or up to age 19 if they are attending elementary or secondary school full time, in order to be eligible for Social Security benefits. Additionally, children who were disabled before age 22 and remain disabled can receive benefits at any age.",1,1,1,1,1,1
37OPIVELVA72OV0Z1EX7YB9LZM2AHN,A2XEKBVKBZC68Z,1a16df19c04d0df0f426fd54a856d7c2_15,What should I provide now that I am an independent student?,You must provide information about your legal father on the application.,"You will need to provide information about your legal father on the application. Since a legal father is your biological or adoptive father, or your legal father as determined by the state, for example, if the father appears on your birth certificate.","As an independent student, you will need to provide your own information on the FAFSA form. This includes your personal and financial information, such as your income, assets, and any other relevant details. It's important to accurately report your own information to ensure that your eligibility for federal student aid is determined correctly. If you have any specific questions or need further guidance, please let me know.","If you are considered an independent student and are unable to provide information from your parents, you will need to provide as much written evidence of your situation as possible. This may include court or law enforcement documents, letters from a clergy member, school counselor, or social worker, and any other relevant data that explains your special circumstance. The financial aid office will review this evidence to determine your dependency status and calculate your Expected Family Contribution (EFC) without parent data.",2,-1,0,1,1,1
37OPIVELVA72OV0Z1EX7YB9LZM2AHN,A37EE5CFQWM2NQ,1a16df19c04d0df0f426fd54a856d7c2_15,What should I provide now that I am an independent student?,You must provide information about your legal father on the application.,"You will need to provide information about your legal father on the application. Since a legal father is your biological or adoptive father, or your legal father as determined by the state, for example, if the father appears on your birth certificate.","As an independent student, you will need to provide your own information on the FAFSA form. This includes your personal and financial information, such as your income, assets, and any other relevant details. It's important to accurately report your own information to ensure that your eligibility for federal student aid is determined correctly. If you have any specific questions or need further guidance, please let me know.","If you are considered an independent student and are unable to provide information from your parents, you will need to provide as much written evidence of your situation as possible. This may include court or law enforcement documents, letters from a clergy member, school counselor, or social worker, and any other relevant data that explains your special circumstance. The financial aid office will review this evidence to determine your dependency status and calculate your Expected Family Contribution (EFC) without parent data.",2,0,0,1,1,1
37OPIVELVA72OV0Z1EX7YB9LZM2AHN,A2IWTDSQSVP46Q,1a16df19c04d0df0f426fd54a856d7c2_15,What should I provide now that I am an independent student?,You must provide information about your legal father on the application.,"You will need to provide information about your legal father on the application. Since a legal father is your biological or adoptive father, or your legal father as determined by the state, for example, if the father appears on your birth certificate.","As an independent student, you will need to provide your own information on the FAFSA form. This includes your personal and financial information, such as your income, assets, and any other relevant details. It's important to accurately report your own information to ensure that your eligibility for federal student aid is determined correctly. If you have any specific questions or need further guidance, please let me know.","If you are considered an independent student and are unable to provide information from your parents, you will need to provide as much written evidence of your situation as possible. This may include court or law enforcement documents, letters from a clergy member, school counselor, or social worker, and any other relevant data that explains your special circumstance. The financial aid office will review this evidence to determine your dependency status and calculate your Expected Family Contribution (EFC) without parent data.",2,-1,1,1,1,1
3CO05SML8B9JCCGK5HC8N9ZED9O0RJ,A37KEPT4TUN230,cb99796de1c9de0721d1bed7de6d8d27_3,"If my SAR application is complete, what should it appear?","If your application is complete, an Expected Family Contribution EFC will appear in the upper right corner of your SAR.",An Expected Family Contribution EFC will display in the upper right-hand corner of your SAR.,"If your SAR application is complete, it should display an Expected Family Contribution (EFC) in the upper right-hand corner of your SAR.","If your SAR application is complete, it should display an Expected Family Contribution (EFC) in the upper right-hand corner of your SAR.",2,2,2,0,0,0
3CO05SML8B9JCCGK5HC8N9ZED9O0RJ,A1Y4ENR81QT0FT,cb99796de1c9de0721d1bed7de6d8d27_3,"If my SAR application is complete, what should it appear?","If your application is complete, an Expected Family Contribution EFC will appear in the upper right corner of your SAR.",An Expected Family Contribution EFC will display in the upper right-hand corner of your SAR.,"If your SAR application is complete, it should display an Expected Family Contribution (EFC) in the upper right-hand corner of your SAR.","If your SAR application is complete, it should display an Expected Family Contribution (EFC) in the upper right-hand corner of your SAR.",2,2,2,0,0,0
3CO05SML8B9JCCGK5HC8N9ZED9O0RJ,A2E73EMFDM69I3,cb99796de1c9de0721d1bed7de6d8d27_3,"If my SAR application is complete, what should it appear?","If your application is complete, an Expected Family Contribution EFC will appear in the upper right corner of your SAR.",An Expected Family Contribution EFC will display in the upper right-hand corner of your SAR.,"If your SAR application is complete, it should display an Expected Family Contribution (EFC) in the upper right-hand corner of your SAR.","If your SAR application is complete, it should display an Expected Family Contribution (EFC) in the upper right-hand corner of your SAR.",2,2,2,0,0,0
3U18MJKL2AQIR6J8OQOB9QW5L1WCN0,A2IWTDSQSVP46Q,2c035730df601cdb07c2c39688adb4d4_12,How can I find out when and if I am going to receive a decision notice?,You can call the Veterans Help Line at 800-827-1000. Office hours are Monday through Friday 8am to 9pm ET.,You can find out when and if you are going to receive a decision notice on our website.,"To find out when and if you will receive a decision notice regarding your disability rating, you can check your status online, contact your nearest VA regional benefit office, call us at 800-827-1000, or contact us online. These channels will provide you with the most up-to-date information on the status of your disability claim.",You can check the status of your disability claim by contacting your nearest VA regional benefit office or by calling the VA at 800-827-1000. They will be able to provide you with information on the status of your claim and when you can expect to receive a decision notice.,0,2,2,1,1,1
3U18MJKL2AQIR6J8OQOB9QW5L1WCN0,A3EGXCFW8U4K45,2c035730df601cdb07c2c39688adb4d4_12,How can I find out when and if I am going to receive a decision notice?,You can call the Veterans Help Line at 800-827-1000. Office hours are Monday through Friday 8am to 9pm ET.,You can find out when and if you are going to receive a decision notice on our website.,"To find out when and if you will receive a decision notice regarding your disability rating, you can check your status online, contact your nearest VA regional benefit office, call us at 800-827-1000, or contact us online. These channels will provide you with the most up-to-date information on the status of your disability claim.",You can check the status of your disability claim by contacting your nearest VA regional benefit office or by calling the VA at 800-827-1000. They will be able to provide you with information on the status of your claim and when you can expect to receive a decision notice.,0,1,1,1,1,1
3U18MJKL2AQIR6J8OQOB9QW5L1WCN0,A2LNLICU3SFU6Y,2c035730df601cdb07c2c39688adb4d4_12,How can I find out when and if I am going to receive a decision notice?,You can call the Veterans Help Line at 800-827-1000. Office hours are Monday through Friday 8am to 9pm ET.,You can find out when and if you are going to receive a decision notice on our website.,"To find out when and if you will receive a decision notice regarding your disability rating, you can check your status online, contact your nearest VA regional benefit office, call us at 800-827-1000, or contact us online. These channels will provide you with the most up-to-date information on the status of your disability claim.",You can check the status of your disability claim by contacting your nearest VA regional benefit office or by calling the VA at 800-827-1000. They will be able to provide you with information on the status of your claim and when you can expect to receive a decision notice.,0,1,1,0,1,1
3M4KL7H8LBRQXI3I9CDAQJRSMEG61U,A2IWTDSQSVP46Q,292b1a338c8695d299a4f919c670a146_7,I need help with how much will my spouse receive and what age?,You will start receiving the benefits between age 62 and their full retirement age.,Benefits are payable to your spouse at age 62 or older unless he or she collects a higher Social Security benefit based on his or her earnings record. The spouse benefit amount will be permanently reduced by a percentage based on the number of months until,"If your spouse qualifies for benefits on their own record, they will receive that amount first. However, if the benefit on your record is higher, they will receive an additional amount on your record so that the combination of benefits equals the higher amount. The amount your spouse will receive depends on their own work history and the amount of your retirement benefit. Additionally, if your spouse begins receiving benefits between the age of 62 and their full retirement age, the amount will be permanently reduced by a percentage based on the number of months up to their full retirement age.","Your spouse will receive an amount based on their own work history and earnings. Additionally, they can qualify for Medicare at age 65.",2,2,0,1,1,1
3M4KL7H8LBRQXI3I9CDAQJRSMEG61U,A2LNLICU3SFU6Y,292b1a338c8695d299a4f919c670a146_7,I need help with how much will my spouse receive and what age?,You will start receiving the benefits between age 62 and their full retirement age.,Benefits are payable to your spouse at age 62 or older unless he or she collects a higher Social Security benefit based on his or her earnings record. The spouse benefit amount will be permanently reduced by a percentage based on the number of months until,"If your spouse qualifies for benefits on their own record, they will receive that amount first. However, if the benefit on your record is higher, they will receive an additional amount on your record so that the combination of benefits equals the higher amount. The amount your spouse will receive depends on their own work history and the amount of your retirement benefit. Additionally, if your spouse begins receiving benefits between the age of 62 and their full retirement age, the amount will be permanently reduced by a percentage based on the number of months up to their full retirement age.","Your spouse will receive an amount based on their own work history and earnings. Additionally, they can qualify for Medicare at age 65.",1,2,-1,1,1,1
3M4KL7H8LBRQXI3I9CDAQJRSMEG61U,A3EGXCFW8U4K45,292b1a338c8695d299a4f919c670a146_7,I need help with how much will my spouse receive and what age?,You will start receiving the benefits between age 62 and their full retirement age.,Benefits are payable to your spouse at age 62 or older unless he or she collects a higher Social Security benefit based on his or her earnings record. The spouse benefit amount will be permanently reduced by a percentage based on the number of months until,"If your spouse qualifies for benefits on their own record, they will receive that amount first. However, if the benefit on your record is higher, they will receive an additional amount on your record so that the combination of benefits equals the higher amount. The amount your spouse will receive depends on their own work history and the amount of your retirement benefit. Additionally, if your spouse begins receiving benefits between the age of 62 and their full retirement age, the amount will be permanently reduced by a percentage based on the number of months up to their full retirement age.","Your spouse will receive an amount based on their own work history and earnings. Additionally, they can qualify for Medicare at age 65.",1,2,-1,1,1,1
3ZTE0JGGDUW09RJKP5OOOFWABB1COF,A2S4HVS6FHUTB6,d11cf8664fd07b5745c68eb34bb87e3c_11,Is there a number to call for more information?,"Yes, you can call 800-984-8523.","Yes, you can call us at 1 - 800 - 772 - 1213 or TTY 1 - 800 - 325 - 0778.","Yes, you can call the VA Special Issues Helpline at 800-749-8387 for more information regarding your specific situation. They will be able to provide you with further guidance and answer any additional questions you may have.",You can call the U.S. Army at 800-984-8523 for more information regarding benefits for volunteering in research involving chemical and biological testing.,0,0,2,1,1,1
3ZTE0JGGDUW09RJKP5OOOFWABB1COF,A2IWTDSQSVP46Q,d11cf8664fd07b5745c68eb34bb87e3c_11,Is there a number to call for more information?,"Yes, you can call 800-984-8523.","Yes, you can call us at 1 - 800 - 772 - 1213 or TTY 1 - 800 - 325 - 0778.","Yes, you can call the VA Special Issues Helpline at 800-749-8387 for more information regarding your specific situation. They will be able to provide you with further guidance and answer any additional questions you may have.",You can call the U.S. Army at 800-984-8523 for more information regarding benefits for volunteering in research involving chemical and biological testing.,0,0,2,1,1,1
3ZTE0JGGDUW09RJKP5OOOFWABB1COF,A3EGXCFW8U4K45,d11cf8664fd07b5745c68eb34bb87e3c_11,Is there a number to call for more information?,"Yes, you can call 800-984-8523.","Yes, you can call us at 1 - 800 - 772 - 1213 or TTY 1 - 800 - 325 - 0778.","Yes, you can call the VA Special Issues Helpline at 800-749-8387 for more information regarding your specific situation. They will be able to provide you with further guidance and answer any additional questions you may have.",You can call the U.S. Army at 800-984-8523 for more information regarding benefits for volunteering in research involving chemical and biological testing.,0,0,2,1,1,1
3P7RGTLO7UHTQL177Z04B3PDR36AKR,A37KEPT4TUN230,3381814395a4e956efc40109b8bccf3c_10,where can I get more information?,Call the Direct Express toll-free hotline at 1 - 800 - 333 - 1795.,"You can contact your bank, credit union or savings and loan association",You can get more information about becoming a Direct Deposit participant by visiting our official website at www.ssa.gov or by contacting your local Social Security office. They will be able to provide you with detailed information and guide you through the process.,"For more information on becoming a Direct Deposit participant, you can visit the official website of the Social Security Administration or contact your local Social Security office. They will be able to provide you with detailed information and guidance on the steps you need to take.",1,0,0,1,1,1
3P7RGTLO7UHTQL177Z04B3PDR36AKR,A37EE5CFQWM2NQ,3381814395a4e956efc40109b8bccf3c_10,where can I get more information?,Call the Direct Express toll-free hotline at 1 - 800 - 333 - 1795.,"You can contact your bank, credit union or savings and loan association",You can get more information about becoming a Direct Deposit participant by visiting our official website at www.ssa.gov or by contacting your local Social Security office. They will be able to provide you with detailed information and guide you through the process.,"For more information on becoming a Direct Deposit participant, you can visit the official website of the Social Security Administration or contact your local Social Security office. They will be able to provide you with detailed information and guidance on the steps you need to take.",-1,0,-1,1,1,1
3P7RGTLO7UHTQL177Z04B3PDR36AKR,A5P2804JP8CQO,3381814395a4e956efc40109b8bccf3c_10,where can I get more information?,Call the Direct Express toll-free hotline at 1 - 800 - 333 - 1795.,"You can contact your bank, credit union or savings and loan association",You can get more information about becoming a Direct Deposit participant by visiting our official website at www.ssa.gov or by contacting your local Social Security office. They will be able to provide you with detailed information and guide you through the process.,"For more information on becoming a Direct Deposit participant, you can visit the official website of the Social Security Administration or contact your local Social Security office. They will be able to provide you with detailed information and guidance on the steps you need to take.",0,0,0,1,1,1
3H5TOKO3EPN7PH01WUWCOHYVYYQ647,A2XEKBVKBZC68Z,cd859cddf4b5880723f7ac6dc82dcc2c_9,maybe I should just apply in person or can I call or something?,"Yes, you can apply by phone.  Call 1 - 800 - 772 - 1213 or TTY 1 - 800 - 325 - 0778 from 7 AM to 7 PM Monday through Friday .","Yes, you can call and apply by phone. You can call at 1 - 800 - 772 - 1213 or TTY 1 - 800 - 325 - 0778 from 7 a.m. to 7 p.m. Monday through","You have multiple options to apply for benefits. You can apply in person by visiting your local Social Security office. It is recommended to call first and make an appointment. Alternatively, you can also apply by phone by calling 1-800-772-1213. The representatives will guide you through the application process.",You have the option to apply in person at your local Social Security office or you can call the Social Security Administration at 1-800-772-1213 to apply by phone.,2,1,1,0,1,1
3H5TOKO3EPN7PH01WUWCOHYVYYQ647,A2IWTDSQSVP46Q,cd859cddf4b5880723f7ac6dc82dcc2c_9,maybe I should just apply in person or can I call or something?,"Yes, you can apply by phone.  Call 1 - 800 - 772 - 1213 or TTY 1 - 800 - 325 - 0778 from 7 AM to 7 PM Monday through Friday .","Yes, you can call and apply by phone. You can call at 1 - 800 - 772 - 1213 or TTY 1 - 800 - 325 - 0778 from 7 a.m. to 7 p.m. Monday through","You have multiple options to apply for benefits. You can apply in person by visiting your local Social Security office. It is recommended to call first and make an appointment. Alternatively, you can also apply by phone by calling 1-800-772-1213. The representatives will guide you through the application process.",You have the option to apply in person at your local Social Security office or you can call the Social Security Administration at 1-800-772-1213 to apply by phone.,1,2,1,0,1,1
3H5TOKO3EPN7PH01WUWCOHYVYYQ647,A3EGXCFW8U4K45,cd859cddf4b5880723f7ac6dc82dcc2c_9,maybe I should just apply in person or can I call or something?,"Yes, you can apply by phone.  Call 1 - 800 - 772 - 1213 or TTY 1 - 800 - 325 - 0778 from 7 AM to 7 PM Monday through Friday .","Yes, you can call and apply by phone. You can call at 1 - 800 - 772 - 1213 or TTY 1 - 800 - 325 - 0778 from 7 a.m. to 7 p.m. Monday through","You have multiple options to apply for benefits. You can apply in person by visiting your local Social Security office. It is recommended to call first and make an appointment. Alternatively, you can also apply by phone by calling 1-800-772-1213. The representatives will guide you through the application process.",You have the option to apply in person at your local Social Security office or you can call the Social Security Administration at 1-800-772-1213 to apply by phone.,1,1,1,0,1,1
